name_en,name_nl,name_de,Google Dutch,Dutch Translator,Google German,German Translator
Financial Reporting Accountant,Financial Reporting Accountant,Financial Reporting Accountant,Financial Reporting Accountant,Financiële rapportering boekhouder,Financial Reporting Accountant,Buchhalter Financial Reporting
Company Accountant,Company Accountant,Unternehmen Accountant,Company Accountant,Bedrijfsboekhouder,Unternehmen Accountant,Firmen-Buchhalter
Reporting Analyst,,Reporting Analyst,,Verslaggeving analist,Reporting Analyst,Analyst Berichtswesen
Analytical Chemist,analytische Chemist,analytischer Chemiker,analytische Chemist,Analytisch Scheikundige,analytischer Chemiker,Analytischer Chemiker
Systems Accountant,,Systembuchhalter,,Systeemboekhouder,Systembuchhalter,Systembuchhalter
Continuous Improvement Engineer,Continuous Improvement Engineer,Kontinuierliche Verbesserung Ingenieur,Continuous Improvement Engineer,Continue Verbetering Ingenieur,Kontinuierliche Verbesserung Ingenieur,Ingenieur für Kontinuierliche Verbesserung
Nursery Teacher,,Kindergärtnerin,,Kwekerij leraar,Kindergärtnerin,Kindergärtner
Dynamics CRM Developer,Dynamics CRM Developer,Dynamics CRM Entwickler,Dynamics CRM Developer,Dynamisch CRM Ontwikkelaar,Dynamics CRM Entwickler,Dynamics CRM-Entwickler
Corporate Commercial Solicitor,Corporate Solicitor,Corporate Handel Solicitor,Corporate Solicitor,Zakelijke Commerciële Solicitor,Corporate Handel Solicitor,Corporate Commercial Solicitor
Financial Planner,,Finanzplaner,,Financieel planner,Finanzplaner,Finanzplaner
Housing Officer,,Wohnungsbaubeauftragter,,Huisvestings ambtenaar,Wohnungsbaubeauftragter,Wohnungsverwalter
Interim Financial Controller,,,,Interim Financieel Controleur,,Interims-Finanzcontroller
Service Administrator,dienst Administrator,Service-Administrator,dienst Administrator,Service Beheerder,Service-Administrator,Service-Administrator
Compliance Administrator,Compliance Administrator,Compliance-Administrator,Compliance Administrator,Naleving Beheerder,Compliance-Administrator,Compliance-Administrator
PE Teacher,LO leerkracht,Sportlehrer,LO leerkracht,Gymnastiekleraar,Sportlehrer,Sportlehrer
Bond Sales Desk,Bond Sales Desk,Bond Sales Desk,Bond Sales Desk,Verkoopdesk obligaties,Bond Sales Desk,Bond Sales Desk
Research Manager,Research Manager,Forschungsleiter,Research Manager,Onderzoeksmanager,Forschungsleiter,Forschungs-Manager
Workshop Controller,,Werkstattprüfer,,Werkplaatscontroleur,Werkstattprüfer,Werkstattprüfer
Business Architect,Business Architect,Business Architect,Business Architect,Bedrijfs Architect,Business Architect,Business Architect
Asset Manager,Asset Manager,Vermögensverwalter,Asset Manager,Bedrijfsleider,Vermögensverwalter,Vermögensverwalter
Cloud Architect,Cloud Architect,Cloud Architect,Cloud Architect,Cloud-architect,Cloud Architect,Cloud-Architekt
Power Electronics Engineer,,Techniker für Leistungselektronik,,Ingenieur vermogenselektronica,Techniker für Leistungselektronik,Leistungselektronik-Ingenieur
Compliance Monitoring Manager,Compliance Monitoring Manager,Compliance Monitoring Manager,Compliance Monitoring Manager,Naleving Toezicht Manager,Compliance Monitoring Manager,Compliance Monitoring Manager
Training Manager,,Kursleiter,,Opleidingsmanager,Kursleiter,Ausbildungsleiter
Civil Design Engineer,Civil Engineer,Bauingenieur,Civil Engineer,Burgerlijk ontwerpingenieur,Bauingenieur,Bauingenieur
Call Centre Agent,Call Center Agent,Call Center Agent,Call Center Agent,Callcentre Agent,Call Center Agent,Telefonberater
IT Security Analyst,IT Security Analyst,IT Security Analyst,IT Security Analyst,IT Beveiligingsanalist,IT Security Analyst,IT-Sicherheitsanalyst
Behaviour Mentor,gedrag Mentor,Verhalten Mentor,gedrag Mentor,Gedrags Mentor,Verhalten Mentor,Verhaltens-Mentor
Warehouse Assistant,Warehouse Assistant,Lagerhausassistent,Warehouse Assistant,Assistent Magazijn,Lagerhausassistent,Lagerassistent
Test Lead,Test Lead,Messleitung,Test Lead,Testleider,Messleitung,Test Lead
General Operative,General Operative,Allgemeiner Operatist,General Operative,Algemeen Bediende,Allgemeiner Operatist,Allgemeiner Bediener
ETL Developer,ETL Developer,ETL Entwickler,ETL Developer,ETL Ontwikkelaar,ETL Entwickler,ETL-Entwickler
Section Engineer,sectie Engineer,Abteilungsingenieur,sectie Engineer,Sectie Ingenieur,Abteilungsingenieur,Bereichsingenieur
CRM Executive,CRM Executive,CRM Vorstand,CRM Executive,CRM-medewerker,CRM Vorstand,CRM-Leiter
Production Technician,,Produktionstechniker,,Productie Technicus,Produktionstechniker,Produktionstechniker
Room Attendant,Room Attendant,Room Attendant,Room Attendant,Kamerbediende,Room Attendant,Raumpfleger
Compliance Advisory,Compliance Advisory,Compliance Advisory,Compliance Advisory,Naleving Advies,Compliance Advisory,Compliance-Berater
Membership Sales Consultant,Membership Sales Consultant,Die Mitgliedschaft Sales Consultant,Membership Sales Consultant,Verkoopadviseur lidmaatschap,Die Mitgliedschaft Sales Consultant,Mitgliedschafts-Verkaufsberater
KS2 Teaching Assistant,KS2 Onderwijsassistent,KS2 Teaching Assistant,KS2 Onderwijsassistent,Onderwijsassistent KS2,KS2 Teaching Assistant,KS2-Lehrassistent
Business Process Analyst,,Analyst Geschäftsprozesse,,Bedrijfsprocesanalist,Analyst Geschäftsprozesse,Analyst für Geschäftsprozesse
QA Specialist,QA Specialist,QA Specialist,QA Specialist,QA Specialist,QA Specialist,QS-Spezialist
Executive Search Consultant,Executive Search Consultant,Executive Search Consultant,Executive Search Consultant,Uitvoerend Zoekadviseur,Executive Search Consultant,Executive Search Consultant
Commercial Director,Commercial Director,Kaufmännischer Leiter,Commercial Director,Commercieel Directeur,Kaufmännischer Leiter,Kaufmännischer Direktor
Events Coordinator,Events Coordinator,Events Coordinator,Events Coordinator,Coördinator evenementen,Events Coordinator,Event-Koordinator
European Fixed Income Sales,European Fixed Income Sales,European Fixed Income Sales,European Fixed Income Sales,Europese vastrentende verkopen,European Fixed Income Sales,European Fixed Income Sales
Trader,,Händler,,Handelaar,Händler,Händler
Care Manager,,Pflegedienstleiter,,Zorg Manager,Pflegedienstleiter,Pflegedienstleiter
Electrical Project Engineer,Electrical Project Engineer,Elektrisches Project Engineer,Electrical Project Engineer,Elektro Project Ingenieur,Elektrisches Project Engineer,Elektro-Projektingenieur
HSE Manager,,HSE Manager,,HSE Manager,HSE Manager,HSE Manager
Practice Accountant,praktijk Accountant,Praxis Accountant,praktijk Accountant,Praktijk Boekhouder,Praxis Accountant,Praxis-Buchhalter
Part Qualified Accountant,Part Qualified Accountant,Teil Qualified Accountant,Part Qualified Accountant,Gedeeltelijk Gediplomeerd Accountant,Teil Qualified Accountant,Teilqualifizierter Buchhalter
Manufacturing Technician,,Fertigungstechniker,,Productie Technicus,Fertigungstechniker,Fertigungstechniker
Intern,Intern,Internieren,Intern,Intern,Internieren,Praktikant
Disability Assessor,Disability Assessor,Disability Assessor,Disability Assessor,Gehandicapten Assessor,Disability Assessor,Behindertenbeauftragter
Campaign Manager,,Kampagnen Manager,,Campagne Manager,Kampagnen Manager,Kampagnen-Manager
Sheet Metal Worker,,Mitarbeiter/in Blechbearbeitung,,Metaalplaatwerker,Mitarbeiter/in Blechbearbeitung,Blechschlosser
Unit Manager,unit Manager,Abteilungsleiter,unit Manager,Unitmanager,Abteilungsleiter,Fachbereichsleiter
Food & Beverage Assistant,Food & Beverage Assistant,Food & Beverage-Assistent,Food & Beverage Assistant,Assistent voedsel en drank,Food & Beverage-Assistent,Assistent Speisen & Getränke
Employed IFA,Employed IFA,Angestellter IFA,Employed IFA,IFA in loondienst,Angestellter IFA,Angestellter IFA
Concession Manager,concessie Manager,Concession-Manager,concessie Manager,Concessie Manager,Concession-Manager,Konzessions-Manager
Carer,verzorger,Pfleger,verzorger,Verzorger,Pfleger,Pflegekraft
Agile Project Manager,Agile Project Manager,Agiler Projekt Manager,Agile Project Manager,Agile Project Manager,Agiler Projekt Manager,Agiler Projekmanager
Theatre Practitioner,Theater Practitioner,Theater Practitioner,Theater Practitioner,Theaterbeoefenaar,Theater Practitioner,Operateur
Fire and Security Engineer,Fire and Security Engineer,Fire and Security Engineer,Fire and Security Engineer,Ingenieur brand en beveiliging,Fire and Security Engineer,Brand- und Sicherheitsingenieur
Production Assistant,Productie assistent,Produktionsassistent,Productie assistent,Productie assistent,Produktionsassistent,Produktionsassistent
Relationship Director,Relationship Director,Relationship Director,Relationship Director,Relatie directeur,Relationship Director,Relationship Director
QA Analyst,QA Analyst,QA Analyst,QA Analyst,QA Analist,QA Analyst,QS-Analyst
Project Worker,project Worker,Projektmitarbeiter,project Worker,Project Werker,Projektmitarbeiter,Projektmitarbeiter
QA Officer,,QA-Beauftragter,,QA Medewerker,QA-Beauftragter,QS-Beauftragter
Personal Injury Solicitor,Letselschade advocaat,Personal Injury Solicitor,Letselschade advocaat,Letselschade Advocaat,Personal Injury Solicitor,Anwalt für Personenschäden
Client Account Manager,Client Account Manager,Client Account Manager,Client Account Manager,Klant Account Manager,Client Account Manager,Kundenbetreuer
Emerging Market Loan Trader,Emerging Market Loan Trader,Emerging Markets Loan Trader,Emerging Market Loan Trader,Leninghandelaar opkomende markten,Emerging Markets Loan Trader,Emerging Markets Loan Trader
Science Technician,Science Technician,Wissenschaft Techniker,Science Technician,Wetenschappelijk Technicus,Wissenschaft Techniker,Wissenschaftstechniker
Auto Electrician,,Fahrzeugelektriker,,Auto-elektricien,Fahrzeugelektriker,Fahrzeugelektriker
Music Teacher,,Musiklehrer,,Muziekleraar,Musiklehrer,Musiklehrer
Environmental Consultant,Environmental Consultant,Umweltberater,Environmental Consultant,Milieuconsultant,Umweltberater,Umweltberater
Compliance Consultant,Compliance Consultant,Compliance-Berater,Compliance Consultant,Naleving Consultant,Compliance-Berater,Compliance-Berater
Commercial Real Estate,Commerciëel vastgoed,Gewerbeimmobilien,Commerciëel vastgoed,Commercieel Onroerend Goed,Gewerbeimmobilien,Gewerbliche Immobilien
Network Architect,netwerk Architect,Netzwerk-Architekt,netwerk Architect,Netwerk Architect,Netzwerk-Architekt,Netzwerkarchitekt
IT Engineer,IT engineer,IT-Ingenieur,IT engineer,IT Ingenieur,IT-Ingenieur,IT-Ingenieur
Client Transactions Lead,Client Transacties Lead,Client-Transaktionen Blei,Client Transacties Lead,Klant Transacties Leider,Client-Transaktionen Blei,Leiter Kundentransaktionen
Client Director,client Director,Client Director,client Director,Klant Directeur,Client Director,Client Director
Sales Order Processor,Sales Order Processor,Kundenauftrag Prozessor,Sales Order Processor,Orderbehandelaar,Kundenauftrag Prozessor,Verkaufsauftragsverarbeiter
Associate Leveraged Finance,Associate Leveraged Finance,Associate Leveraged Finance,Associate Leveraged Finance,Geassocieerde Leveraged Finance,Associate Leveraged Finance,Associate Leveraged Finance
Counter Manager,Counter Manager,Counter-Manager,Counter Manager,Balie Manager,Counter-Manager,Counter-Manager
Domestic Assistant,Domestic Assistant,Haushaltshilfe,Domestic Assistant,Huishoudelijk Assistent,Haushaltshilfe,Haushaltshilfe
Enforcement Officer,handhaving Officer,Vollzugsbeamter,handhaving Officer,Handhavingsambtenaar,Vollzugsbeamter,Vollzugsbeamter
Financial Crime Manager,Financial Crime Manager,Financial Crime-Manager,Financial Crime Manager,Financieel criminaliteitsmanager,Financial Crime-Manager,Manager für Finanzkriminalität
Medical Secretary,,,,Medisch Secretaris,,Medizinische Sekretärin
Inbound Sales Advisor,,Berater für Inbound Sales,,Adviseur Inkomende Verkoop,Berater für Inbound Sales,Berater für Inbound Sales
Drivers Mate,drivers Mate,Treiber-Mate,drivers Mate,Bestuurders begeleider,Treiber-Mate,Beifahrer
Brow Expert,Brow Expert,Brow Expert,Brow Expert,Wenkbrauw expert,Brow Expert,Augenbrauen-Experte
Mortgage Broker,Hypotheek makelaar,Immobilienkreditvermittler-,Hypotheek makelaar,Hypotheek Makelaar,Immobilienkreditvermittler-,Hypotheken-Makler
Technical Assistant,Technische assistent,Technischer Assistent,Technische assistent,Technisch assistent,Technischer Assistent,Technischer Assistent
Trade Coordinator,Trade Coordinator,Fachkoordinator,Trade Coordinator,Handelscoördinator,Fachkoordinator,Handelskoordinator
Learning Disabilities Support Worker,,Betreuer für Lernstörungen,,Leerstoornis ondersteuner,Betreuer für Lernstörungen,Helfer bei Lernbehinderungen
Secondary Teaching Assistant,Secundair Onderwijs Assistent,Secondary Lehrassistentt,Secundair Onderwijs Assistent,Assistent Secundair Onderwijs,Secondary Lehrassistentt,Lehrassistent Sekundarstufe
Audit Assistant Manager,Audit Assistant Manager,Audit Assistant Manager,Audit Assistant Manager,Assistent-manager audit,Audit Assistant Manager,Stellvertretender Audit-Manager
Software Project Manager,,Software-Projektmanager,,Software projectmanager,Software-Projektmanager,Software-Projektmanager
Technical Engineer,Technische ingenieur,Technischer Ingenieur,Technische ingenieur,Technisch Ingenieur,Technischer Ingenieur,Technischer Ingenieur
Night Porter,Nachtportier,Nachtportier,Nachtportier,Nachtportier,Nachtportier,Nachtportier
Direct Lending Portfolio Manager,Direct Lending Portfolio Manager,Direkter Lending Portfolio Manager,Direct Lending Portfolio Manager,Portefeuillebeheerder directe leningen,Direkter Lending Portfolio Manager,Direct Lending Portfolio-Manager
New Homes Mortgage Broker,Nieuwe Huizen Mortgage Broker,Neubau Hypothekenmakler,Nieuwe Huizen Mortgage Broker,Nieuwe huizen hypotheek makelaar,Neubau Hypothekenmakler,Neubau-Hypothekenmakler
Reporting Accountant,,Reporting Accountant,,Verslaglegging Accountant,Reporting Accountant,Berichtswesen-Buchhalter
Clerk of Works,Wedstrijdleider Works,Baustelleninspektor,Wedstrijdleider Works,Medewerker Werken,Baustelleninspektor,Werkmeister
Guideline Monitoring Analyst,Richtlijn Monitoring Analyst,Leitlinie Monitoring Analysten,Richtlijn Monitoring Analyst,Analist Richtlijncontrole,Leitlinie Monitoring Analysten,Richtlinienüberwachungs-Analyst
Retail Manager,,Einzelhandelskaufmann,,Detailhandel Manager,Einzelhandelskaufmann,Manager im Einzelhandel
Nursery Room Leader,Nursery Room Leader,Kinderzimmer Führer,Nursery Room Leader,Kwekerij kamer leider,Kinderzimmer Führer,Nursery Room Leader
FP&A Manager,,FP&A Manager,,FP&A-manager,FP&A Manager,FP&A-Manager
Electronics Technician,Electronics Technician,Elektrotechniker,Electronics Technician,Elektrotechnicus,Elektrotechniker,Elektroniker
Mechanical Assembler,mechanische Assembler,Mechanische Assembler,mechanische Assembler,Mechanisch monteur,Mechanische Assembler,Mechanischer Monteur
Personal Shopper,,Personal Shopper,,Persoonlijke Shopper,Personal Shopper,Persönlicher Einkäufer
3rd Line Infrastructure Engineer,3e lijn Infrastructuur Engineer,3rd Line Infrastructure Engineer,3e lijn Infrastructuur Engineer,3e-lijns infrastructuur ingenieur,3rd Line Infrastructure Engineer,3rd Level Infrastrukturingenieur
Company Secretary,Bedrijfssecretaresse,Firmensekräterin,Bedrijfssecretaresse,Bedrijfssecretaris,Firmensekräterin,Firmensekräterin
Marketing Strategist,marketing Strateeg,Marketing Strategist,marketing Strateeg,Marketing Strateeg,Marketing Strategist,Marketingstratege
Compliance Associate,Compliance Associate,Compliance-Mitarbeiter,Compliance Associate,Naleving Medewerker,Compliance-Mitarbeiter,Compliance-Mitarbeiter
Delegate Sales Executive,Delegate Sales Executive,Delegate Sales Executive,Delegate Sales Executive,Gedelegeerd verkoopmedewerker,Delegate Sales Executive,Delegate Sales Executive
SEMH Teaching Assistant,SEMH Onderwijsassistent,SEMH Teaching Assistant,SEMH Onderwijsassistent,SEMH-leraar Assistent,SEMH Teaching Assistant,"Lehrassistent für soziale, emotionale und mentale Gesundheit"
Risk Officer,,Risikobeauftragter,,Risico-ambtenaar,Risikobeauftragter,Risiko-Manager
Therapy Area Specialist,Therapy Area Specialist,Therapy Bereich Specialist,Therapy Area Specialist,Specialist Therapieruimten,Therapy Bereich Specialist,Spezialist Therapiebereiche
Project Assistant,project assistent,Projektassistent,project assistent,Project-Assistent,Projektassistent,Projektassistent
CRM Developer,CRM Developer,CRM Entwickler,CRM Developer,CRM-ontwikkelaar,CRM Entwickler,CRM-Entwickler
Field Service Technician,Field Service Technician,Servicetechniker,Field Service Technician,Buitendienst Technicus,Servicetechniker,Servicetechniker im Außendienst
Analyst Programmer,analist Programmeur,Analyst Programmierer,analist Programmeur,Analist Programmeur,Analyst Programmierer,Analytischer Programmierer
Treasury Accountant,Treasury Accountant,Schatzmeister,Treasury Accountant,Schatkist boekhouder,Schatzmeister,Treasury-Buchhalter
